name,gender,english_name
ابیدالله,M,Obidallah
ابیش,M,Abish
ابیش,m,Abish
ابیلفضل,M,Abolfazl
ابیله,M,Abileh
اتا,M,Eta
اتا محمد,M,Ata Mohammad
اتا نفس,M,Ata Nafas
اتابک,M,Atabak
اتالوالله,M,Ataollah
اتام اقلان,M,Otam Eqlan
اتام اوقلان,M,Otam Oghlan
اتبا,M,Otbā
اتبوالفضل,M,Atabolfazl
اتبک,m,Atabak
اتجان,M,Atajan
اتحاد,M,Ettehad
اتحمد,M,Etehmad
اتحیا,M,Otohya
اترس,m,Atras
اترک,m,Atrak
اترین,m,Atrin
اتسام,M,Etsam
اتش,M,Atash
اتصام,F,Etesam
اتضار,M,Ozhar
اتنه,F,Atene
اته یار,M,Ateh Yar
اتهام,F,Eteham
اتهره,F,Atareh
اتهویر دی,M,Ataveer Di
اتوز قلی,M,Atooz Gholi
اتک,M,Atak
اتکه,M,Atkeh
اتیا,F,Atiya
اتیلا,M,Atila
اتیه,F,Atiyeh
اثامه,M,Osameh
اثبات,F,Esbāt
اثمر,M,Asmar
اثنا,M,Esnā
اثنایی,M,Esnayi
اثیر,M,Asir
اثیرالدین,m,Aseer al-Din
اجاق,F,Ajaq
اجبار,M,Ejbar
اجر,M,Ajar
اجراراه,M,Ejrarah
اجلال,M,Ejlaal
اجمان,M,Ajamān
احمد رضا,M,Ahmad Reza
اجمل,M,Ejmal
اجو,M,Aju
اجور,M,Ajour
اجکه,M,Ajgah
اجی,F,Aji
اجیر,M,Ajeer
احباب,M,Ahabab
احتارم,F,Ehteram
احتام,F,Ehtam
احترام,F,Ehteram
احترام الملوک,F,Ehteram-ol-Moluk
احتسام,F,Ehtesam
احتشام,F,Ehtesham
احثاق,M,Ehsagh
احد,M,Ahad
احد الله,M,Ahadollah
احد اله,M,Ahadollah
احدالله,M,Ahadollah
احداله,M,Ahadollah
احدرضا,M,Ahad Reza
احدله,M,Ahadleh
احدیه,M,Ahdiyeh
احر,M,Ahr
احراب,M,Ahrab
احرام,M,Ehram
احساء,M,Ahsa
احسام,M,Ehsam
احسان,M,Ehsan
احسان الخ,M,Ehsan Alkh
احسان الدین,M,Ehsanoddin
احسان الرضا,M,Ehsan Alireza
احسان الله,M,Ehsanollah
احسان اله,M,Ehsanollah
احسان علی,M,Ehsan Ali
احسان محمد,M,Ehsan Mohammad
احسانعلی,M,Ehsanali
احسانه,F,Ehsaneh
احسانی,M,Ehsani
احسین,M,Ehsan
احلام,F,Ahlam
احمد,M,Ahmad
احمد الله,M,Ahmadollah
احمد امین,M,Ahmad Amin
احمد باقر,M,Ahmad Bagher
احمد بگ,M,Ahmad Beg
احمد تقی,M,Ahmad Taghi
احمد جان,M,Ahmad Jan
احمد حسین,M,Ahmad Hossein
احمد خال,M,Ahmad Khal
احمد خان,M,Ahmad Khan
احمد دری,M,Ahmad Dary
احمد را,M,Ahmad Ra
احمد راشد,M,Ahmad Rashed
احمد رضا,M,Ahmad Reza
احمد ریا,M,Ahmad Ria
احمد سعید,M,Ahmad Saeid
احمد شاه,M,Ahmad Shah
احمد شفیع,M,Ahmad Shafie
احمد ضا,M,Ahmad Za
احمد ضیا,M,Ahmad Zia
احمد عبدالحسن,M,Ahmad Abdolhasan
احمد علی,M,Ahmad Ali
احمد عیسی,M,Ahmad Eisa
احمد غلی,M,Ahmad Gholi
احمد فرید,M,Ahmad Farid
احمد قلی,M,Ahmad Gholi
احمد محمد,M,Ahmad Mohammad
احمد مراد,M,Ahmad Morad
احمد مهدی,M,Ahmad Mahdi
احمد نوید,M,Ahmad Navid
احمد پاشا,M,Ahmad Pasha
احمداله,M,Ahmadollah
احمدخان,M,Ahmad Khan
احمدرضا,M,Ahmadreza
احمدشاه,M,Ahmadshah
احمدضیا,M,Ahmadzia
احمدضیاء,M,Ahmadzia
احمدعلی,M,Ahmadali
احمدعی,M,Ahmadei
احمدقلی,M,Ahmadgholi
احمدمراد,M,Ahmadmorad
احمدنظیر,M,Ahmad Nazir
احمده,F,Ahmad
احمدگل,M,Ahmadgol
احمدی,M,Ahmadi
احمدی شاد,M,Ahmadi Shad
احمذد,M,Ahmad
احمر,M,Ahmar
احمی,M,Ahmadi
احمید,M,Ahmad
احند,M,Ahmad
احود,M,Ahoud
احیا,M,Ehya
احیا قلی,M,Ehyā Qoli
احیا محمد,M,Ehyā Mohammad
احیاء,F,Ehyaa
احیان,F,Ehyān
احیاه,M,Ehyah
احیاگل,F,Ehyagol
احیای,M,Ehyaa
احید,M,Ahid
اختای,M,Akhtay
اختر,F,Akhtar
اختر الملوک,F,Akhtar-ol-Molouk
اختر جان,F,Akhtar Jan
اختر خانم,F,Akhtar Khanom
اختر علی,M,Akhtar Ali
اختر محمد,M,Akhtar Mohammad
اخترال,M,Akhtarel
اخترام,F,Akhtaram
اخترعلی,M,Akhtarali
اخترمحمد,M,AkhtarMohammad
اختیار,M,Ekhtiyar
اخذر,M,Akhtar
اخر داد,M,Akhar Dad
اخسان,M,Akhsan
اخشاد,m,Akshad
اخشید,m,Akshid
اخضر,M,Akhzar
اخطر,M,Akhtar
اخلاص,M,Ekhlās
اخلاق,M,Akhlaq
اخمد,M,Akhmad
اخوان,M,Akhavan
اخگر,M,Akhgar
ادحم,M,Edham
ادخت علی,M,Ekhlas Ali
ادرک,f,adrak
ادریس,M,Idris
ادرینا,f,Adrina
ادشیر,M,Ardeshir
ادق,M,Edgh
ادل,F,Adel
ادله,F,Adleh
ادلیا,f,Adeliya
ادم,M,Adam
ادم جان,M,Adam Jan
ادموند,M,Edmond
ادمیر,M,Admir
ادنا,F,Edna
ادنان,M,Adnan
ادهام,M,Edham
ادهم,M,Adham
ادهمه,M,Adhameh
ادوارد,M,Edvard
ادوان,M,Advān
ادونیا,M,Adonia
ادی بیوک,F,Adi Biyuk
ادی شیرین,F,Adi Shirin
ادی گوزل,F,Edi Guzel
ادی گوزی,F,Edi Guzi
ادیاس,M,Adiyas
ادیان,m,adyān
ادیب,M,Adib
ادیبه,F,Adibeh
ادیس,M,Adis
ادیسون,M,Edison
ادیمه,F,Adimeh
ادینا,F,Adina
ادینه گلدی,F,Adineh Goldi
ادیک,M,Adik
ادیگوزل,F,Adigozel
اذان الله,M,Azanollah
اذت,M,Azat
آذر تاج,F,Azar Taj
آذر دخت,F,Azar Dokht
آذر ملوک,F,Azar Malook
آذر نیدخت,F,Azar Nidokht
آذر هوشنگ,M,Azar Houshang
آذربرزین,M,Azarbarzin
آذرخش,F,Azarakhsh
آذردوخت,F,Azardokht
آذرسا,F,Azarsa
آذرم,F,Azarم
آذرم دخت,F,Azarm Dokht
آذرین,F,Azarin
اذز,M,Azar
اذمره,M,Azmareh
اذن الله,M,Eznollah
اذن اله,M,Eznolhagh
اذن علی,M,Ezan Ali
اذنالله,M,Eznollah
اذنعلی,M,Eznali
اذیتا,F,Azita
اذین تاج,F,Azin Taj
اذینه,F,Azineh
ار دشیر,M,Ardeshir
ارا,F,Ara
اراد,m,Arad
اراد محمد,M,Arad Mohammad
اراز,M,Araz
اراز بخت,M,Araz Bakht
اراز بردی,M,Araz Baradi
اراز بیکه,F,Araz Bikeh
اراز بی‌بی,F,Araz Bibi
اراز تاج,F,Araz Taj
اراز دردی,M,Araz Dardi
اراز سلطان,M,Araz Soltan
اراز علی,M,Araz Ali
اراز قلچ,M,Araz Qalch
اراز قلی,M,Araz Gholi
اراز محمد,M,Araz Mohammad
اراز مراد,M,Araz Morad
اراز وردی,M,Araz Vardi
اراز گل,F,Araz Gol
اراز گلدی,M,Araz Goldi
ارازبخت,M,Arazbakht
ارازبردی,M,Arazbordi
ارازبی بی,M,Arazbi Bi
ارازتاج,M,Araztaj
ارازجان,M,Arazjan
ارازحمد,M,Arazahmad
ارازدردی,M,Arazdardi
ارازدری,M,Arazdari
ارازدوردی,M,Arazdordi
ارازسلطان,M,Arazsoltan
ارازصنم,F,Araz Sanam
ارازطواق,M,Araztavagh
ارازقلی,M,Arazgholi
ارازمحمد,M,Arazmohammad
ارازمراد,M,Arazmorad
ارازگل,F,Arazgol
ارازگلدی,M,Arazgaldi
ارازگلی,M,Arazgoli
ارازیبی,M,Arazibi
اراسته,F,Arasteh
اراسته خانم,F,Arasteh Khanom
اراش,M,Arash
اراض محمد,M,Araz Mohammad
اراض منگلی,M,Araz-e Mangoli
اراضی محمد,M,Arazi Mohammad
ارال,M,Aral
اران,M,Aran
ارانوس,f,Aranos
ارانوش,M,Aranoush
ارایش,M,Arayesh
ارباب,m,Arbab
ارباب رقیه,M,Arbab Roqiyeh
اربابی,M,Arbabi
ارباد,m,Arbad
ارباس,m,Arbas
اربیل,m,Arbil
اربین,M,Arbin
ارتا,f,Arta
ارتا آریا,m,Arta Arya
ارتاریا,m,Artaria
ارتاش,f,Artash
ارتافرین,m,Artafrin
ارتان,m,Artan
ارتق,M,Ertagh
ارتق بیکه,M,Artaq Bikeh
ارتق ولی,M,Artaq Vali
ارتمن,m,Artman
ارتمیس,F,Artemis
ارتنگ,m,Artang
ارتوگل,F,Ertoghrol
ارتگین,m,Artgin
ارتیان,m,Artyan
ارتیق بی‌بی,F,Artiq Bi Bi
ارتین,m,Artin
ارج,M,Arj
ارج محمد,M,Arj Mohammad
ارجاسب,M,Arjasp
ارجاسپ,m,Arjasap
ارجب,M,Arjab
ارجب محمد,M,Arjab Mohammad
ارجع,M,Arja'
ارجعلی,M,Arja'ali
ارجلی,M,Arjali
ارجمند,M,Arjmand
ارجی محمد,M,Arji Mohammad
ارخشا,m,Arakhsaa
ارد,m,Orud
ارد,M,Ard
اردا,m,Arda
اردر,M,Ardar
اردشام,m,Ardasham
اردشیر,M,Ardeshir
اردلان,M,Ardalan
اردم,m,Ardam
اردوان,M,Ardavan
اردویسور,f,Ardavisor
اردکان,M,Ardakan
اردی داد,m,Ardi Dad
اردیان,m,Ardiyan
اردین,m,Ardin
ارز,M,Arz
ارز محمد,M,Arz Mohammad
ارزت,M,Arzat
ارزنده,F,Arzandeh
آرزو,F,Arezoo
آرزو گل,F,Arezoo Gol
ارزوم,F,Arzum
ارزین,m,Arzin
ارزینه,f,Arzineh
ارس,M,Ars
ارسا,M,Arsa
ارسالان,M,Arsalan
ارسام,m,Arsam
ارسان,M,Arsan
ارستو,M,Aristoo
ارسطو,M,Aristoo
ارسمان,m,Arsman
ارسن,m,Arsan
ارسیا,m,Arsia
ارسیما,m,Arsima
ارش,m,Arash
ارشا,M,Arsha
ارشاد,M,Ershad
ارشاد حسن,M,Ershad Hasan
ارشاسب,m,Arshasb
ارشام,m,Arsham
ارشامه,f,Arshameh
ارشان,M,Arshan
ارشان,m,Arshan
ارشان لوس,M,Arshan Loos
ارشانوش,f,Arshanush
ارشاویر,m,Arshavier
ارشاک,m,Arshak
ارشد,M,Arshad
ارشد علی,M,Arshad Ali
ارشدعلی,M,Arshadali
ارشدقلی,M,Arshadgholi
ارشز,m,Arshaz
ارشن,m,Arshan
ارشنوش,f,Arshnoosh
ارشویر,m,Arshvir
ارشک,m,Arashak
ارشک,M,Arashk
ارشیا,M,Arshia
ارشیت,f,Arshit
ارشیدا,f,Arshida
ارشیر,M,Arshir
ارشیز,m,Arshiz
ارشین,f,Arshin
ارصلان,M,Arsalan
ارضیه,F,Arziye
ارغان,m,Arghan
ارغش,m,Arghash
ارغنون,F,Arghanoon
ارغوان,F,Arghavan
ارغون,f,Arghun
ارفان,M,Erfan
ارفش,m,Arfash
ارفع,m,Arfa
ارفعال,M,Arfa'al
ارلمین,M,Arlamin
ارما,M,Arma
ارماسب,m,Armasb
آرمان,m,Arman
ارمانک,m,Armanak
ارمایل,m,Armayil
ارمغان,F,Armaghan
ارمند,M,Armand
ارمکان,M,Ermakan
ارمیا,M,Armiya
آرمیتا,F,Armita
آرمیس,m,Armis
آرمین,M,Armin
ارناز,f,Ernaz
ارناک,m,Arnak
ارنواز,f,Arnavaz
ارنوش,F,Arnoosh
آرنولد,M,Arnold
ارنیا,F,Arniya
ارو جعلی,M,Aroo Ja'ali
ارواد,m,Arvad
اروتدنر,m,Arotadnar
اروج,M,Arooj
اروج علی,M,Arooj Ali
اروجعلی,M,Aroojali
اروزو,M,Aroozoo
اروس,f,Aroos
اروشا,M,Aroosha
اروشه,f,Aroosheh
اروم,F,Aroom
ارون,f,Arun
اروند,M,Arvand
اروین,f,Ervin
ارویین,M,Arovin
ارژن,m,Arjan
ارژنگ,M,Arzhang
ارک ناز,M,Arak Naz
ارکاز,M,Arkaz
ارکان,M,Arkan
ارکم,M,Arakam
ارکناز,F,Arkânâz
ارکی ناز,F,Arki Naz
ارکیده,F,Orkideh
ارکین,m,Arkin
ارکیناز,F,Arkinaz
اریا,m,Arya
اریاسب,m,Ariasb
اریامن,m,Ariaman
اریان,M,Arian
اریحا,f,Ariha
اریدیس,f,Aridis
اریس,m,Aris
ارین,f,Arin
ارین دخت,F,Arin Dokht
ارینا,F,Arina
ارینب,F,Arinab
اریو برزن,M,Ariyo Barzan
اریوبرزن,M,Aryobarzan
اریوش,M,Aryoush
اریکا,f,Erika
ازاد,M,Azad
ازاد علی,M,Azad Ali
ازادخان,M,Azadkhan
ازادعلی,M,Azadali
ازاوه,M,Azaveh
ازبر,M,Azbar
ازبر علی,M,Azbar Ali
ازبرعلی,M,Azbarali
ازبو,M,Azbo
ازبیده,F,Azbeideh
ازدا,M,Azda
ازدر,M,Azdar
ازده,M,Azadeh
ازر می‌دخت,M,Azar Midadokht
ازرع,M,Azra'
ازلان,M,Azlan
ازلم,M,Azlam
ازمری,M,Azmeri
ازنعلی,M,Aznaali
ازنوش,F,Aznoosh
ازهار,M,Azhar
ازور,F,Azur
ازیتات,F,Azitat
ازیرن,m,Ozirن
اسا,M,Asa
اساعیل,M,Esa'il
اسالی,M,Asali
اسام,M,Osam
اسامه,M,Osameh
اسانا,F,Asana
اسانه,F,Asaneh
اسای,M,Asaee
اسبر,M,Aspar
استاتیرا,f,Estatira
استاسیس,m,Estasis
استانه,F,Ostaneh
استحق,M,Estehagh
استر,f,Ester
استر,f,Aster
استرا,m,Astra
استفاء,M,Este'fa
استلا ماریس,M,Estela Maris
استک,M,Ostok
استی,M,Esti
استیاک,M,Estiak
استیر,M,Estir
استیره,M,Setareh
استیفا,M,Estefa
اسجد,M,Asjad
اسحا,M,Eshaq
اسحاق,M,Eshaq
اسحاق علی,M,Eshaq Ali
اسحر,M,Esfar
اسحق,M,Eshaq
اسحق علی,M,Eshaq Ali
اسحگ,M,Eshagh
اسخق,M,Eshgh
اسد,M,Asad
اسد الله,M,Asadollah
اسد اله,M,Asadollah
اسد الهی,M,Asadollahi
اسد خان,M,Asad Khan
اسد علی,M,Asad Ali
اسد مراد,M,Asad Morad
اسد وردی,M,Asad Vardi
اسدال,M,Asadollah
اسدالاه,M,Asadollah
اسدالدین,m,Asadaldin
اسدالله,M,Asdollah
اسدالله,M,Asadollah
اسداله,M,Asdollah
اسددالله,M,Asadollah
اسدعلی,M,Asadali
اسدلله,M,Asdollah
اسدله,M,Asadollah
اسدی,M,Asadi
اسرا,F,Esra
اسراء,F,Esraa
اسرافیل,M,Esfail
اسراییل,M,Esrail
اسرف ال,M,Esrarol
اسرفیل,M,Esfil
اسری,F,Asri
اسرین,F,Esrin
اسعاد,M,Esaad
اسعد,M,As'ad
اسعد الله,M,Asadollah
اسعداله,M,Asadollah
اسعمیل,M,Esmail
اسعیل,M,Esa'il
اسغر,M,Asghar
اسفار,m,Asfar
اسفدیار,M,Esfandiar
اسفر,M,Asfar
اسفند,M,Esfand
اسفند دخت,f,Esfand Dokht
اسفند یار,M,Esfandyar
اسفنددیار,M,Esfandiar
اسفندریار,M,Esfandiar
اسفندیار,M,Esfandiar
اسفندیاری,M,Esfandiari
اسفندیلر,M,Esfandilar
اسفنیار,M,Esfandiar
اسفنیدیار,M,Esfandiar
اسلا م,M,Eslam
اسلا معلی,M,Eslam Ma'ali
اسلاله,M,Eslaleh
اسلام,M,Eslam
اسلام بردی,M,Eslam Baradi
اسلام بگ,M,Eslam Beg
اسلام علی,M,Eslam Ali
اسلام فلی,M,Eslam Feli
اسلام قلی,M,Eslam Gholi
اسلام محمد,M,Eslam Mohammad
اسلامعلی,M,Eslamali
اسلامقلی,M,Eslamgholi
اسلاموو,M,Eslamoo
اسلامی,M,Eslami
اسلان,M,Aslan
اسلم,M,Aslam
اسلن,M,Aslan
اسلوب,M,Oslub
اسم,M,Esm
اسم علی,M,Esm Ali
اسما,F,Esma
اسماء,M,Asma
اسماعیل,M,Esmail
اسماعیل ذبیح,M,Esmail Zabih
اسمت,M,Esmat
اسمت الله,M,Esmatollah
اسمعیل علی,M,Esmail Ali
اسنا,F,Esna
اسندیار,M,Esfandiyar
اسنفدیار,M,Esfandiar
اسنکدر,M,Eskandar
اسهاق,M,Eshaq
اسهعیل,M,Sohail
اسهق,M,Eshaq
اسهل,M,As'hal
اسود,M,Asvad
اسپاد,m,Aspad
اسپانتا,f,Aspanta
اسپانو,M,Espano
اسپنتا,f,Aspenta
اسپنتمان,m,Aspenteman
اسپندیاد,m,Espandiad
اسپندیار,m,Aspandiyar
اسپنوی,f,Aspenavi
اسپهبد,m,Aspahbod
اسپیتامن,m,Aspitamen
اسپیتمن,m,Aspitman
اسکتدر,M,Eskandar
اسکری,M,Eskari
اسکندر,M,Eskandar
اسگندر,M,Esgandar
اسی,M,Esi
اسیان,M,Asiyan
اسیر,M,Asir
اسین,F,Asin
آسیه بیکم,F,Asiyeh Bikam
اسیونا,F,Asiyona
اشا,F,Asha
اشااونی,f,Ashavani
اشاداد,m,Ashadad
اشار,M,Eshar
اشتاد,m,Eshtad
اشتار,f,Ashtar
اشتر,M,Oshtar
اشدبانو,F,Eshdebanoo
اشر ف,F,Ashraf
اشر گلدی,F,Ashar Goldi
اشراف,F,Ashraf
اشراق,M,Eshragh
اشراقیه,F,Eshraghieh
اشرت,F,Ashrat
اشرس,m,Ashras
اشرف,F,Ashraf
اشرف اسا دات,F,Ashraf Asadat
اشرف الحاجیه,F,Ashraf al-Hajiyeh
اشرف الدین,F,Ashraf Aldin
اشرف السادت,F,Ashraf-ol-Sadat
اشرف السدات,F,Ashraf-ol-Sadat
اشرف الملوک,F,Ashraf-ol-Molouk
اشرف بانو,F,Ashraf Banoo
اشرف خانتم,F,Ashraf Khantam
اشرف خانم,F,Ashraf Khanom
اشرف علی,M,Ashraf Ali
اشرفعلی,M,Ashrafali
اشعیا,m,Ash'iya
اشلی,f,Ashli
اشمل,M,Eshmel
اشناس,m,Ashnas
اشهن,m,Oshhan
اشو,m,Ashu
اشواق,M,Eshghaagh
اشوداد,m,Ashodad
اشودخت,f,Ashodokht
اشور دردی,M,Ashur Dardi
اشوروی,f,Ashuravi
اشوزاد,f,Ashvazad
اشوفروهر,m,Ashofravahar
اشومهر,f,Ashomehr
اشوچهر,f,Ashvachahr
اشک,f,Ashk
اشک ناز,m,Ashk Naz
اشکان,M,Ashkan
اشکار,M,Ashkar
اشکال,M,Ashkal
اشکان,M,Ashkan
اشکبوس,M,Ashkboos
اشکش,m,Ashkesh
اشکی,M,Ashki
اشکین,M,Ashkin
اشگان,M,Ashkan
اشیا نقلی,M,Ashyā Naqli
اشیل,M,Ashil
اشین,M,Ashin
اشیه,F,Ashieh
اصبرعلی,M,Asbarali
اصحاب,M,As'hab
اصحابعلی,M,As'habali
اصحاق,M,Eshaq
اصداله,M,Asdollah
اصر,M,Asr
اصرافیل,M,Esfandiar
اصضر,M,Eszar
اصطفا,M,Ostafa
اصعر,M,Asghar
اصغ,M,Esfand
اصغر,M,Asghar
اصغر علی,M,Asghar Ali
اصغر قلی,M,Asghar Gholi
اصغر محمد,M,Asghar Mohammad
اصغرعلی,M,Asghar Ali
اصفر,M,Asfar
اصل,M,Asl
اصل عام,M,Asl-e Aam
اصلان,M,Aslan
اصله,M,Oslah
اصلی,M,Asli
اصلیه,M,Aslieh
اصمت,M,Osmat
اصمعلی,M,Esmaili
اصوالدین,M,Osvāldin
اصور,M,Asur
اصول الدین,M,Osool-aldin
اصپلی,M,Aspeli
اصیل,M,Asil
اصیلا,f,Asila
اصیله,M,Asileh
اضر,M,Azar
اضعر,M,Azar
اضغر,M,Azghar
اضل,M,Azal
اطب الله,M,Otbollāh
اطفه,M,Otfah
اطلس,M,Otlas
اطلسی,f,Atalasi
اطمه,M,Otmeh
اطهر,F,Atahr
اطهره,F,Atareh
اظم,M,Azam
اعتبار,M,Etebar
اعتصام,M,E'tesam
اعتماد,F,Etemad
اعجاز,M,Ejaz
اعجاز احمد,M,Ejaz Ahmad
اعطاء الرحمن,M,Eta' al-Rahman
اعطاء الله,M,Eta'ollah
اعطم,F,O'tam
اعظم,F,Azam
اعظم,F,A'zam
اعظم السادت,F,Azam-ol-Sadat
اعظم السذات,F,Azam os-Sadat
اعظم الله,F,Azamollah
اعظم الملوک,F,Azam ol-Moluk
اعظم الموک,F,Azamolmolk
اعظم اله,F,Azamollah
اعظم بی‌بی,F,Azam Bi Bi
اعظم جوان,F,Azam Javan
اعظم رحیم,F,Azam Rahim
اعظم قله,F,Azam Ghalle
اعظمه,F,Azameh
اعظمی,F,Azami
اعظن,F,A'zan
اعظیم,F,Azim
اععظم,F,A'zam
اعقول,M,A'ghool
اعلا,F,A'lâ
اعلا نور,F,A'la Noor
اعلاء,F,Elaa
اعلالدین,M,A'lā'aldin
اعیا,M,Aya
اعیان علی,M,Ayan Ali
اغ گل,F,Agh Gol
اغا رحیم,M,Agha Rahim
اغا ولی,M,Agha Vali
اغا گل,M,Agha Gol
اغابی,M,Aghabi
اغالی,M,Aghali
اغجه,F,Aghje
اغدس,F,Aghdas
اغریرث,m,Aghrirath
اغطم,F,Aghzam
اغل بی‌بی,F,Aghal Bibi
اغل تاج,F,Aghl Taj
اغل گل,F,Aghol Gol
اغلتقان,F,Aghltaghan
اغول امان,M,Aghoul Aman
اغول بابک,M,Aghoul Babak
اغول بخت,F,Aghoul Bakht
اغول بولدی,M,Aghoul Boldi
اغول بک,F,Aghoul Bak
اغول بگ,M,Aghoul Beg
اغول گل,F,Aghoul Gol
اغولتاج,F,Aghooltaj
اغچه,F,Aghche
افاب,F,Ava
افاد,F,Efad
افاغ,F,Afaagh
افاق,F,Afaq
افاقعلی,M,Afaqali
افت,F,Oft
افتاج,F,Eftaj
افتحاج,F,Eftehaj
افتخار,F,Eftekhār
افتخارال,F,Eftekharel
افتر,F,Aftar
افتهاج,F,Eftehaj
افخم,F,Afkham
افدس,F,Afdes
افدم,F,Afdam
افرا,F,Afra
افراح,F,Afraah
افراد,M,Afrad
افراز,M,Afraaz
افراسیاب,M,Afrasiab
افراهیم,M,Afraheem
افرزانه,F,Afarzaneh
افرنگ,F,Afrang
افرو,F,Afru
افرود,m,Afrud
افروز,F,Afarooz
افروز دخت,F,Afarooz Dokht
افروز پری,F,Afarooz Pari
افروزه,F,Afaroozeh
افروزپری,F,Afaroozpari
افروغ,f,Afrough
افریده,F,Afarideh
افریدون,m,Afaridun
افرینا,f,Afrina
افرینش,F,Afarinesh
افزون,F,Afzoon
افسان,F,Afsan
افسانه,F,Afsaneh
افسر,F,Afsar
افسر الملوک,F,Afsar ol-Molouk
افسر ملوک,F,Afsar Melook
افسرال,F,Afsaral
افسربانو,F,Afsarbanoo
افسرخاتون,f,Afsar-khatoon
افسرخانم,F,Afsarkhanom
افسردخت,f,afsordakht
افسرعلی,M,Afsar Ali
افسل,M,Afsal
افسوس,F,Afsous
افسون,F,Afsun
افسونگر,F,Afsungar
افسین,M,Afsin
افشاد,M,Afshad
افشار,M,Afshar
افشار علی,M,Afshar Ali
افشان,F,Afshan
افشانه,F,Afshaneh
افشبن,M,Afshabn
افشن,M,Afshin
افشنده,M,Afshandeh
افشنگ,M,Afshang
افشون,F,Afshoon
افشید,f,Afshid
افشین,M,Afshin
افشین رحیم,M,Afshin Rahim
افشینه,F,Afshineh
افصانه,F,Afsaneh
افضل,F,Afdal
افق,F,Ofoq
افقر,F,Ofoghre
افلاطون,M,Aflatoon
افنان,F,Afnan
افندی,M,Afvandi
افکار,F,Afkār
افیش,M,Afsh
افیض الرحمان,M,Afeez al-Rahman
افین,M,Avin
افیک,M,Afeek
اق اورلی,M,Agh Owrli
اق اوعی,M,Agha Oghli
اق بیکه,M,Agh Beikeh
اق قل,M,Agh Ghel
اق مراد,M,Agh Morad
اقبال,M,Eqbal
اقبال علی,M,Eqbal Ali
اقبال میدخت,F,Eqbal Meydkht
اقباله,F,Aghbaleh
اقتای,M,Eghtay
اقد س,F,Aghdas
اقدام,F,Eghdam
اقدان,F,Aghdan
اقدس,F,Aghdas
اقدس السلدت,F,Aghdas al-Saltanat
اقدس خاتون,F,Aghdas Khatun
اقدس خانم,F,Aghdas Khanom
اقدس ملوک,F,Aghdas Malook
اقدسه,F,Aghdaseh
اقدسی,F,Aghdasi
اقدم,F,Aghdam
اقذس,F,Aghdas
اقرلی,F,Agharli
اقسام,F,Aqsam
اقسانه,F,Aqsaneh
اقشین,M,Aghshin
اقلمه,F,Aghleme
اقلیما,F,Aqlima
اقلیماه,F,Aqlimah
اقلیمه,F,Aghlimeh
اقلیمیا,f,Eqlimiya
اقلیه,F,Aqlieh
اقمراد,M,Aghmorad
اقوشجان,M,Aghoushjan
اقون,M,Aghvan
اقچه,F,Aqche
اقی,M,Aghi
اقیل,M,Aghil
الا بخش,M,Elahe Bakhsh
الارا,f,Alara
الاله,M,Elah
الالیا,M,Elalya
الهه,F,Elaheh
الاهیه,F,Elahiyeh
الایار,M,Alayar
الب ارسلان,M,Alp Arslan
البتگین,m,Albatgin
البرز,M,Alborz
البوالحسن,M,Albualhasan
التافت,F,Olotafot
التفات علی,M,Eltfat Ali
التفاتعلی,M,Eltfat Ali
التفاد,M,Oltavaad
التفاط,M,Oltfat
التماس,M,Eltamas
التنا,M,Altana
التنای,M,Altanay
التون,M,Alton
التی,M,Elti
التینای,M,Altinay
الحان,f,alhan
الحترام,M,Alhtram
الحداد,M,Alhaddad
الحقلی,M,Alhaghli
الخام,M,Alkham
الدنیز,m,aldaniz
الدوز,M,Aldouz
الدوزه,M,Aldoozeh
الراهیم,M,Alrahim
الرحمان,M,Alrahman
الرحمن,M,Alrahman
الزا,M,Elza
الزهرا,F,Zahra
السا,f,Elsa
الساء,F,Alsa
الساس,F,Alsaas
السانا,F,Elsana
الشان,F,Aleshan
الشن,M,Aleshin
الشنه,F,Aleshena
الصفات علی,M,Sefat Ali
الطاف,F,Olotaf
الطفات,F,Olotfat
الطفات علی,M,Olfat Ali
العام,F,Alaam
العباس,M,Al-Abbas
العظیم,M,Al-Azeem
الف,M,Aleph
الف اله,M,Alfeh
الف خان,M,Alif Khan
الفات,M,Alvat
الفت,M,Olfat
الفرد,M,Alfred
الفیه,M,Elfiyeh
القاس,M,Alqas
اللر,M,Alborz
الله,M,Allah
الله بخش,M,Allahbakhsh
الله بخشی,M,Allah Bakhshi
الله بردی,M,Allahverdi
الله حسین,M,Allah Hossein
الله داد,M,Allahdad
الله رحم,M,Allah Rahm
الله رضا,M,Allah Reza
الله شتر,M,Allah Shotor
الله شکر,M,Allah Shakr
الله شکور,M,Allah Shakoor
